  r(μm)     depth(nm)
37.0207    0.30298246
37.0429    0.43288420
37.0651    0.40337056
37.0873    0.18096291
37.1095    0.15275898
37.1317    0.14157162
37.1540    0.17065187
37.1762    0.29598269
37.1984    0.45082138
37.2206    0.30136659
37.2428   -0.09877439
37.2651    0.10677209
37.2873    0.14439841
37.3095    0.21655360
37.3317    0.46172411
37.3539    0.43847225
37.3761    0.33180017
37.3984    0.54024959
37.4206    0.27183841
37.4428    0.03776612
37.4650    0.39322406
37.4872    0.55558016
37.5094    0.56509210
37.5317    0.75064621
37.5539    0.85111685
37.5761    0.87049014
37.5983    1.03536459
37.6205    1.07334249
37.6427    1.07281527
37.6650    1.37935790
37.6872    1.42502090
37.7094    1.44767659
37.7316    1.31905165
37.7538    1.32243530
37.7760    1.26243325
37.7983    0.89133091
37.8205    0.88123536
37.8427    0.85662753
37.8649    0.88328657
37.8871    1.02427018
37.9094    1.15534711
37.9316    1.16640304
37.9538    1.12767753
37.9760    1.22606670
37.9982    1.06515661
38.0204    1.06969601
38.0427    1.09515042
38.0649    0.90259694
38.0871    0.92323298
38.1093    1.05968522
38.1315    0.82481913
38.1537    1.04165270
38.1760    0.96092180
38.1982    0.79032788
38.2204    0.59526064
38.2426    0.48854365
38.2648    0.24000883
38.2870    0.32157694
38.3093    0.61029824
38.3315    0.60767859
38.3537    0.76937491
38.3759    0.99123918
38.3981    0.84544571
38.4204    0.83859516
38.4426    0.74857991
38.4648    0.59877584
38.4870    0.51619894
38.5092    0.47634617
38.5314    0.44974571
38.5537    0.41536027
38.5759    0.35060720
38.5981    0.42480143
38.6203    0.26891394
38.6425    0.40501560
38.6647    0.39873146
38.6870    0.25333746
38.7092    0.33052441
38.7314    0.41250223
38.7536    0.27787805
38.7758    0.52033917
38.7980    0.57066964
38.8203    0.24251121
38.8425    0.50204261
38.8647    0.47809376
38.8869    0.30359331
38.9091    0.39516275
38.9313    0.36438121
38.9536   -0.04812692
38.9758   -0.03488940
38.9980   -0.05960869
39.0202   -0.08796321
39.0424   -0.14477176
39.0647   -0.08898674
39.0869   -0.18829090
39.1091   -0.22762855
39.1313   -0.27036862
39.1535   -0.32270690
39.1757   -0.48290989
39.1980   -0.74743731
39.2202   -0.92148720
39.2424   -1.05454803
39.2646   -0.83263080
39.2868   -0.69239606
39.3090   -0.89216256
39.3313   -0.66511439
39.3535   -0.63815382
39.3757   -0.81661967
39.3979   -0.74524559
39.4201   -0.68496073
39.4423   -0.80315393
39.4646   -0.72469582
39.4868   -0.50712888
39.5090   -0.54689388
39.5312   -0.49579662
39.5534   -0.13622555
39.5756   -0.14801855
39.5979   -0.09135567
39.6201   -0.01535847
39.6423   -0.23389171
39.6645   -0.31363287
39.6867   -0.27964491
39.7090   -0.31067206
39.7312   -0.17456704
39.7534    0.01493275
39.7756    0.11974302
39.7978   -0.01325199
39.8200    0.17699789
39.8423    0.31827065
39.8645    0.28004063
39.8867    0.47481442
39.9089    0.52219045
39.9311    0.60196961
39.9533    0.42358950
39.9756    0.64106802
39.9978    0.57873775
40.0200    0.50458958
40.0422    0.51208425
40.0644    0.50321471
40.0866    0.17287527
40.1089    0.10915608
40.1311   -0.15534774
40.1533   -0.14401015
40.1755   -0.33950452
40.1977   -0.18997218
40.2200   -0.25122306
40.2422    0.00842279
40.2644   -0.11732844
40.2866   -0.22855239
40.3088   -0.20963939
40.3310   -0.56610581
40.3533   -0.99054358
40.3755   -0.85926912
40.3977   -1.11619602
40.4199   -1.32676009
40.4421   -1.29744356
40.4643   -1.15521618
40.4866   -1.35908427
40.5088   -1.34478563
40.5310   -1.50884723
40.5532   -1.85207078
40.5754   -1.84425248
40.5976   -2.06915239
40.6199   -2.48391081
40.6421   -2.53877888
40.6643   -2.52845876
40.6865   -2.74151319
40.7087   -2.65911518
40.7309   -2.98588223
40.7532   -3.32853125
40.7754   -3.74293919
40.7976   -3.74010495
40.8198   -4.63396430
40.8420   -4.66595855
40.8643   -4.85059939
40.8865   -5.17017970
40.9087   -5.13138939
40.9309   -5.30378524
40.9531   -5.33507657
40.9753   -5.51951533
40.9976   -5.79973665
41.0198   -5.95058058
41.0420   -6.14740790
41.0642   -6.39276451
41.0864   -6.56461380
41.1086   -6.76484930
41.1309   -7.08808934
41.1531   -7.17230965
41.1753   -7.27455837
41.1975   -7.58712698
41.2197   -7.53597299
41.2419   -7.95183555
41.2642   -8.34649046
41.2864   -8.39350270
41.3086   -8.98064220
41.3308   -9.51724966
41.3530   -9.65228128
41.3752  -10.38312687
41.3975  -10.88625024
41.4197  -11.10542008
41.4419  -11.70002866
41.4641  -12.21125535
41.4863  -12.50675058
41.5086  -13.33972006
41.5308  -14.02949421
41.5530  -14.50257828
41.5752  -15.23203250
41.5974  -16.29292509
41.6196  -16.93453060
41.6419  -18.31202488
41.6641  -19.76704163
41.6863  -21.00897062
41.7085  -22.60558319
41.7307  -24.41743372
41.7529  -26.38746935
41.7752  -28.50233236
41.7974  -30.86736501
41.8196  -33.32263419
41.8418  -36.19224109
41.8640  -38.94105202
41.8862  -41.98176803
41.9085  -45.15475199
41.9307  -48.41198999
41.9529  -51.96054993
41.9751  -55.74563676
41.9973  -59.98089395
42.0196  -64.93814715
42.0418  -69.90563187
42.0640  -74.93214963
42.0862  -80.34765659
42.1084  -85.30130195
42.1306  -90.23467201
42.1529  -95.12532777
42.1751  -99.47842039
42.1973  -104.14439486
42.2195  -109.31801475
42.2417  -114.74647689
42.2639  -120.38762013
42.2862  -127.04781959
42.3084  -133.92429312
42.3306  -140.69700256
42.3528  -147.58567409
42.3750  -153.49196202
42.3972  -159.02646319
42.4195  -164.74807309
42.4417  -169.91738857
42.4639  -174.84115673
42.4861  -179.06116459
42.5083  -182.76158870
42.5305  -186.85094823
42.5528  -192.04094521
42.5750  -198.24222303
42.5972  -205.95064966
42.6194  -215.33166744
42.6416  -226.75277786
42.6639  -239.40804120
42.6861  -253.74741842
42.7083  -269.26698768
42.7305  -286.02143080
42.7527  -303.74436182
42.7749  -322.22091435
42.7972  -340.86857630
42.8194  -358.72888357
42.8416  -377.06921803
42.8638  -395.54171312
42.8860  -413.75436411
42.9082  -432.77817356
42.9305  -450.70471306
42.9527  -465.27249947
42.9749  -477.56455485
42.9971  -486.35018930
43.0193  -492.96585146
43.0415  -498.79171721
43.0638  -503.58729952
43.0860  -507.40232573
43.1082  -510.73887560
43.1304  -513.48538443
43.1526  -515.62660562
43.1748  -517.45812703
43.1971  -519.15913867
43.2193  -520.36960556
43.2415  -521.46722313
43.2637  -522.27259439
43.2859  -522.69380600
43.3082  -523.09170468
43.3304  -522.95513041
43.3526  -522.18592906
43.3748  -521.01495201
43.3970  -518.83946026
43.4192  -515.41348266
43.4415  -510.48250858
43.4637  -504.03438458
43.4859  -495.79338757
43.5081  -486.08307576
43.5303  -476.14313677
43.5525  -465.69914461
43.5748  -454.47111749
43.5970  -443.16291055
43.6192  -431.57368614
43.6414  -419.44556653
43.6636  -407.59048409
43.6858  -395.29918275
43.7081  -382.83808730
43.7303  -370.95709421
43.7525  -359.19889129
43.7747  -347.81375694
43.7969  -336.76810173
43.8192  -325.60824235
43.8414  -314.42543208
43.8636  -303.51547550
43.8858  -292.11361412
43.9080  -280.96922264
43.9302  -269.73392061
43.9525  -258.35525597
43.9747  -246.48119490
43.9969  -234.66646035
44.0191  -222.94249110
44.0413  -211.22229825
44.0635  -199.60935392
44.0858  -188.03093085
44.1080  -176.61621859
44.1302  -165.45200020
44.1524  -154.15940541
44.1746  -143.25101983
44.1968  -132.36136188
44.2191  -121.94494328
44.2413  -112.00628924
44.2635  -102.56214060
44.2857  -93.60545245
44.3079  -85.54781209
44.3301  -77.82786945
44.3524  -71.14205649
44.3746  -64.77212464
44.3968  -58.99002819
44.4190  -54.23029200
44.4412  -49.84583498
44.4635  -46.12920580
44.4857  -43.21040478
44.5079  -40.94636145
44.5301  -39.05106206
44.5523  -37.64124141
44.5745  -36.47200760
44.5968  -35.47922606
44.6190  -34.51908243
44.6412  -33.46790334
44.6634  -32.55494357
44.6856  -31.13363626
44.7078  -29.99394893
44.7301  -28.69198754
44.7523  -26.96267806
44.7745  -25.36335356
44.7967  -23.59897516
44.8189  -21.80518575
44.8411  -20.19566587
44.8634  -18.46415107
44.8856  -16.98173156
44.9078  -15.73571132
44.9300  -14.62792640
44.9522  -13.16363647
44.9745  -12.71234625
44.9967  -11.85724391
45.0189  -10.99767677
45.0411  -10.56031211
45.0633  -10.12057885
45.0855   -9.19456811
45.1078   -8.73495317
45.1300   -8.03061487
45.1522   -7.33109282
45.1744   -6.87186737
45.1966   -6.62591512
45.2188   -6.15423783
45.2411   -5.93905596
45.2633   -5.75535443
45.2855   -5.31080611
45.3077   -5.19799066
45.3299   -4.94673880
45.3521   -4.54815406
45.3744   -4.09305068
45.3966   -3.65273156
45.4188   -3.19915127
45.4410   -3.08920653
45.4632   -2.87579182
45.4854   -2.67544688
45.5077   -2.72963202
45.5299   -2.53285752
45.5521   -2.42626732
45.5743   -2.33593017
45.5965   -2.12293546
45.6188   -2.06977578
45.6410   -1.97853961
45.6632   -1.65753652
45.6854   -1.53448179
45.7076   -1.51442621
45.7298   -1.41691445
45.7521   -1.72484178
45.7743   -1.69941060
45.7965   -1.76112603
45.8187   -1.88295206
45.8409   -1.93442232
45.8631   -1.90126502
45.8854   -2.05190035
45.9076   -1.84808597
45.9298   -1.72863702
45.9520   -1.78745563
45.9742   -1.71716145
45.9964   -1.56843991
46.0187   -2.10323994
46.0409   -2.23412050
46.0631   -2.01438494
46.0853   -2.24600583
46.1075   -2.18458763
46.1297   -1.73249215
46.1520   -2.07561727
46.1742   -1.79750664
46.1964   -1.74344054
46.2186   -2.05182023
46.2408   -2.22851368
46.2631   -1.92170186
46.2853   -2.02614277
46.3075   -2.06680458
46.3297   -1.76120074
46.3519   -1.62757032
46.3741   -1.66757100
46.3964   -1.61591387
46.4186   -1.79073209
46.4408   -1.94725482
46.4630   -1.82389519
46.4852   -1.79890164
46.5074   -1.69802483
46.5297   -1.38258867
46.5519   -1.22800367
46.5741   -1.42066163
46.5963   -1.49749382
46.6185   -1.55699816
46.6407   -1.73741903
46.6630   -1.83787796
46.6852   -1.93497681
46.7074   -1.99084991
46.7296   -1.97092711
46.7518   -1.81253744
46.7741   -1.57095594
46.7963   -1.67234923
46.8185   -1.64604606
46.8407   -1.70275604
46.8629   -1.99772212
46.8851   -1.94655692
46.9074   -1.81504896
46.9296   -1.84762214
46.9518   -1.74513911
46.9740   -1.69222359
46.9962   -1.77523216
47.0184   -1.94365426
47.0407   -1.93159342
47.0629   -2.13713803
47.0851   -2.27180895
47.1073   -2.24746174
47.1295   -2.46100508
47.1517   -2.19285050
47.1740   -2.23343456
47.1962   -2.40983926
47.2184   -2.26547312
47.2406   -2.14131617
47.2628   -2.28105475
47.2850   -2.14674614
47.3073   -2.27455150
47.3295   -2.59333464
47.3517   -2.34110812
47.3739   -2.41045932
47.3961   -2.72031528
47.4184   -2.76796603
47.4406   -2.64566381
47.4628   -2.78775948
47.4850   -2.62120689
47.5072   -2.35056679
47.5294   -2.29972953
47.5517   -2.26013236
47.5739   -2.12864997
47.5961   -2.05312478
47.6183   -2.12587979
47.6405   -2.01326530
47.6627   -2.03019875
47.6850   -2.10666587
47.7072   -2.05600487
47.7294   -1.94142543
47.7516   -1.82458294
47.7738   -1.73611413
47.7960   -1.81417331
47.8183   -1.88196670
47.8405   -1.72771717
47.8627   -1.66922483
47.8849   -1.65487788
